anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
transport_cost|Isolation Forest|Regional Express Co.|2015-01-12 00:00:00|76927,2015-01-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.13,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-30 00:00:00|176872,2016-05-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,281.17,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-26 00:00:00|144439,2015-07-26,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.31,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2015-06-22 00:00:00|44694,2015-06-22,National Freight Partners,transport_cost,Isolation Forest,64.0,281.09,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2017-12-01 00:00:00|117447,2017-12-01,National Freight Partners,transport_cost,Isolation Forest,64.0,279.32,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-10 00:00:00|130817,2016-04-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.3,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2017-06-26 00:00:00|97211,2017-06-26,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.28,0.7526415059000232,High
transport_cost|Isolation Forest|National Freight Partners|2017-11-23 00:00:00|157254,2017-11-23,National Freight Partners,transport_cost,Isolation Forest,64.0,281.12,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-12 00:00:00|29351,2015-04-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,283.28,0.7526415059000232,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-20 00:00:00|63939,2015-12-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.83,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-02 00:00:00|102233,2015-12-02,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.98,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2016-10-29 00:00:00|44389,2016-10-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.21,0.750607351930875,High
inventory_change|Isolation Forest|Ajman Distribution Center|2017-07-12 00:00:00|922,2017-07-12,Ajman Distribution Center,inventory_change,Isolation Forest,-79.5,1687.0,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-16 00:00:00|69143,2015-07-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.1,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2017-10-29 00:00:00|97197,2017-10-29,National Freight Partners,transport_cost,Isolation Forest,64.0,278.91,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-22 00:00:00|71759,2017-03-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.82,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2017-06-06 00:00:00|122296,2017-06-06,National Freight Partners,transport_cost,Isolation Forest,64.0,279.31,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2017-01-15 00:00:00|16214,2017-01-15,National Freight Partners,transport_cost,Isolation Forest,64.0,278.99,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-03 00:00:00|47925,2015-07-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.92,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2016-01-07 00:00:00|48026,2016-01-07,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.97,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-13 00:00:00|20099,2016-02-13,National Freight Partners,transport_cost,Isolation Forest,64.0,279.16,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-22 00:00:00|176944,2017-07-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.75,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-08 00:00:00|141772,2016-07-08,National Freight Partners,transport_cost,Isolation Forest,64.0,278.91,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-24 00:00:00|144473,2015-07-24,National Freight Partners,transport_cost,Isolation Forest,64.0,278.82,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-23 00:00:00|48272,2016-10-23,National Freight Partners,transport_cost,Isolation Forest,64.0,279.03,0.750607351930875,High
transport_cost|Isolation Forest|National Freight Partners|2017-10-05 00:00:00|150831,2017-10-05,National Freight Partners,transport_cost,Isolation Forest,64.0,279.06,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-12 00:00:00|4033,2015-08-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,279.15,0.750607351930875,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-08 00:00:00|139302,2017-02-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.69,0.7495923375060077,High
transport_cost|Isolation Forest|National Freight Partners|2016-03-21 00:00:00|48191,2016-03-21,National Freight Partners,transport_cost,Isolation Forest,64.0,278.55,0.7495923375060077,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-18 00:00:00|117755,2015-04-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.56,0.7495923375060077,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-11 00:00:00|29199,2016-08-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.71,0.7495923375060077,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-01 00:00:00|182,2015-08-01,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.68,0.7495923375060077,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-10 00:00:00|117276,2015-07-10,National Freight Partners,transport_cost,Isolation Forest,64.0,278.63,0.7495923375060077,High
transport_cost|Isolation Forest|Regional Express Co.|2015-09-23 00:00:00|44674,2015-09-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.72,0.7495923375060077,High
transport_cost|Isolation Forest|Regional Express Co.|2017-06-20 00:00:00|157429,2017-06-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.3,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2015-06-19 00:00:00|150825,2015-06-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.36,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2017-09-01 00:00:00|77704,2017-09-01,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.46,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2017-12-11 00:00:00|11328,2017-12-11,National Freight Partners,transport_cost,Isolation Forest,64.0,278.47,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2016-09-18 00:00:00|141690,2016-09-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.44,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-14 00:00:00|117221,2015-07-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.46,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-30 00:00:00|74491,2016-09-30,National Freight Partners,transport_cost,Isolation Forest,64.0,278.32,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-15 00:00:00|44496,2016-05-15,National Freight Partners,transport_cost,Isolation Forest,64.0,278.28,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2016-12-20 00:00:00|176887,2016-12-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.36,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-05 00:00:00|113749,2015-03-05,National Freight Partners,transport_cost,Isolation Forest,64.0,278.37,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2016-04-13 00:00:00|80034,2016-04-13,National Freight Partners,transport_cost,Isolation Forest,64.0,278.39,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2016-11-26 00:00:00|3052,2016-11-26,National Freight Partners,transport_cost,Isolation Forest,64.0,278.2,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2015-01-05 00:00:00|114868,2015-01-05,National Freight Partners,transport_cost,Isolation Forest,64.0,278.08,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2017-11-18 00:00:00|176808,2017-11-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.09,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2015-01-19 00:00:00|76837,2015-01-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.16,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-08 00:00:00|117502,2016-06-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.31,0.7470608023382257,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-19 00:00:00|103854,2015-08-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.12,0.7470608023382257,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-20 00:00:00|27378,2016-09-20,National Freight Partners,transport_cost,Isolation Forest,64.0,277.58,0.746555522174934,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-08 00:00:00|44540,2016-08-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.89,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-04 00:00:00|132083,2016-02-04,National Freight Partners,transport_cost,Isolation Forest,64.0,277.87,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-09 00:00:00|114200,2015-02-09,National Freight Partners,transport_cost,Isolation Forest,64.0,277.65,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-27 00:00:00|110895,2017-01-27,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.78,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2016-09-23 00:00:00|47922,2016-09-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,278.03,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2016-03-20 00:00:00|153544,2016-03-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.59,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-27 00:00:00|122242,2016-01-27,National Freight Partners,transport_cost,Isolation Forest,64.0,277.84,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2016-04-22 00:00:00|169065,2016-04-22,National Freight Partners,transport_cost,Isolation Forest,64.0,277.65,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2015-01-29 00:00:00|32279,2015-01-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.87,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-15 00:00:00|54991,2017-05-15,National Freight Partners,transport_cost,Isolation Forest,64.0,277.64,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2015-05-12 00:00:00|169172,2015-05-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.71,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-29 00:00:00|117526,2015-07-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.99,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-25 00:00:00|125065,2017-04-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.66,0.7460505837616614,High
transport_cost|Isolation Forest|National Freight Partners|2017-09-26 00:00:00|16030,2017-09-26,National Freight Partners,transport_cost,Isolation Forest,64.0,278.01,0.7460505837616614,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-20 00:00:00|117608,2017-04-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.98,0.7460505837616614,High
inventory_change|Isolation Forest|Abu Dhabi Distribution Center|2016-12-22 00:00:00|720,2016-12-22,Abu Dhabi Distribution Center,inventory_change,Isolation Forest,-52.0,1334.0,0.7455459868672627,High
inventory_change|Isolation Forest|Ajman Distribution Center|2017-04-26 00:00:00|845,2017-04-26,Ajman Distribution Center,inventory_change,Isolation Forest,-79.5,1679.0,0.7455459868672627,High
inventory_change|Isolation Forest|Abu Dhabi Distribution Center|2016-10-04 00:00:00|641,2016-10-04,Abu Dhabi Distribution Center,inventory_change,Isolation Forest,-52.0,1217.0,0.7450417312607489,High
transport_cost|Isolation Forest|Regional Express Co.|2016-03-21 00:00:00|165778,2016-03-21,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.52,0.7445378167112875,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-12 00:00:00|56429,2017-02-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.5,0.7445378167112875,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-08 00:00:00|110635,2017-02-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.52,0.7445378167112875,High
transport_cost|Isolation Forest|Regional Express Co.|2015-09-06 00:00:00|97228,2015-09-06,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.52,0.7445378167112875,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-23 00:00:00|71682,2016-04-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,276.36,0.7440342429882021,High
inventory_change|Isolation Forest|Abu Dhabi Distribution Center|2015-09-16 00:00:00|257,2015-09-16,Abu Dhabi Distribution Center,inventory_change,Isolation Forest,-52.0,1221.0,0.743531009860972,High
transport_cost|Isolation Forest|Regional Express Co.|2015-10-16 00:00:00|69225,2015-10-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.06,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2017-03-30 00:00:00|157239,2017-03-30,National Freight Partners,transport_cost,Isolation Forest,64.0,276.4,0.7430281170992329,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-23 00:00:00|176989,2016-08-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,277.19,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2015-08-15 00:00:00|177011,2015-08-15,National Freight Partners,transport_cost,Isolation Forest,64.0,276.11,0.7430281170992329,High
transport_cost|Isolation Forest|Regional Express Co.|2017-09-24 00:00:00|117248,2017-09-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,275.9,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-03 00:00:00|177040,2015-12-03,National Freight Partners,transport_cost,Isolation Forest,64.0,276.5,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-17 00:00:00|157289,2016-01-17,National Freight Partners,transport_cost,Isolation Forest,64.0,275.9,0.7430281170992329,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-28 00:00:00|116160,2017-07-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,276.25,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2016-04-08 00:00:00|130865,2016-04-08,National Freight Partners,transport_cost,Isolation Forest,64.0,276.89,0.7430281170992329,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-21 00:00:00|97273,2015-03-21,National Freight Partners,transport_cost,Isolation Forest,64.0,276.53,0.7430281170992329,High
